application_id,business_type,business_age,monthly_revenue,credit_score,bank_balance,gst_compliance,pan_card,gst_number,risk_level,risk_score,max_loan_amount,interest_rate,loan_approved
SME0405,Healthcare,11,2265251,658,4482089,TRUE,VMLJA7451B,30VMLJA7451B7Z6,Medium,68,10000000,13.5,TRUE
SME0406,Construction,2,1577852,316,1400254,FALSE,PLICV9439B,36PLICV9439B3ZN,High,15,6626978.4,15.12,FALSE
SME0407,Services,15,3314850,573,278449,FALSE,HJPWK1576O,36HJPWK1576O4ZV,High,44,10000000,14.35,FALSE
SME0408,Food & Beverage,6,1820023,415,2860774,TRUE,QURFW6264X,26QURFW6264X4ZY,High,41,7644096.6,16.48,FALSE
SME0409,Services,8,2770308,390,4440675,TRUE,PPHGF1581Q,35PPHGF1581Q1ZZ,Medium,52,10000000,13.42,TRUE
SME0410,Technology,5,3662169,381,4185318,TRUE,EKVSX6160Y,14EKVSX6160Y1ZN,Medium,51,10000000,12.1,TRUE
SME0411,Healthcare,16,4127446,623,656275,TRUE,MWFMR2094Y,15MWFMR2094Y1ZB,Medium,63,10000000,11.65,TRUE
SME0412,Automotive,18,586275,413,134591,TRUE,MVESU7145J,22MVESU7145J7ZP,High,37,2462355,16.02,FALSE
SME0413,Technology,6,398871,357,649104,TRUE,XHOUY3865D,14XHOUY3865D2Z3,High,23,1675258.2,15.65,FALSE
SME0414,Manufacturing,5,1257655,453,2608133,FALSE,BXFCG9651X,13BXFCG9651X9ZH,High,29,5282151,15.56,FALSE
SME0415,Trading,16,3049281,703,4978024,FALSE,QMAFE8616O,28QMAFE8616O6ZI,Low,70,10000000,10.84,TRUE
SME0416,Technology,13,1394929,565,4471213,TRUE,CPAPX2761Q,03CPAPX2761Q3ZJ,Medium,61,8369574,12.72,TRUE
SME0417,Food & Beverage,5,2604594,614,3307154,TRUE,GMAFM9976T,25GMAFM9976T8ZG,Medium,56,10000000,11.71,TRUE
SME0418,Food & Beverage,13,1343294,340,1344649,TRUE,QQDEW3909W,35QQDEW3909W7ZI,High,36,5641834.8,15.58,FALSE
SME0419,Technology,17,3667675,404,1218468,FALSE,RPRHJ9949R,03RPRHJ9949R2ZL,High,42,10000000,14.42,FALSE
SME0420,Construction,18,996816,492,1170152,TRUE,UXFCH8411G,27UXFCH8411G5ZU,High,47,4186627.2,15.78,FALSE
SME0421,Trading,8,3907085,700,3751104,TRUE,QJLBJ3039O,27QJLBJ3039O5Z1,Low,70,10000000,10.43,TRUE
SME0422,Manufacturing,13,2514802,577,993667,TRUE,EYQEB8512N,09EYQEB8512N3ZZ,Medium,52,10000000,11.19,TRUE
SME0423,Technology,19,543031,653,3233253,TRUE,HQCJQ7043G,10HQCJQ7043G8Z6,Medium,63,3258186,12.28,TRUE
SME0424,Construction,3,1190668,555,2375885,TRUE,NEXKQ4324Z,04NEXKQ4324Z6Z8,High,41,5000805.6,14.53,FALSE
SME0425,Food & Beverage,8,2890373,398,890096,TRUE,OSPHM2088V,35OSPHM2088V8Z6,High,38,10000000,14.49,FALSE
SME0426,Food & Beverage,2,3783444,581,3600437,TRUE,ZQXBI7248M,04ZQXBI7248M3Z6,Medium,57,10000000,12.51,TRUE
SME0427,Healthcare,8,4016643,702,2211340,FALSE,AYODD3985X,10AYODD3985X9ZY,Medium,55,10000000,11.81,TRUE
SME0428,Technology,13,3387058,408,2724766,FALSE,LTPCN0963N,25LTPCN0963N8ZB,High,43,10000000,15.83,FALSE
SME0429,Trading,13,3303503,498,2934537,FALSE,XPNCQ4125S,12XPNCQ4125S4Z5,High,49,10000000,13.71,FALSE
SME0430,Retail,1,1885516,602,4794377,TRUE,CLVEJ8022K,10CLVEJ8022K2ZO,Medium,54,10000000,12.65,TRUE
SME0431,Trading,6,4258179,626,1602173,TRUE,PFXCS5759C,07PFXCS5759C8ZM,Medium,57,10000000,13.02,TRUE
SME0432,Food & Beverage,19,390998,453,1637059,TRUE,DAMXD5258Y,11DAMXD5258Y4ZM,High,45,1642191.6,15.52,FALSE
SME0433,Food & Beverage,16,4955920,704,1084477,FALSE,JCCTW2977F,07JCCTW2977F3ZG,Medium,62,10000000,12.24,TRUE
SME0434,Services,8,1928022,761,1483300,TRUE,TKULP1525U,32TKULP1525U9ZL,Medium,57,10000000,13.38,TRUE
SME0435,Food & Beverage,1,3148593,431,307584,TRUE,NRNEU8762Z,13NRNEU8762Z7Z0,High,32,10000000,14.4,FALSE
SME0436,Manufacturing,16,1509854,383,1415802,TRUE,TFSYH5362J,33TFSYH5362J4ZD,High,42,6341386.8,13.56,FALSE
SME0437,Textile,9,281360,698,902015,TRUE,OXPQS4491Z,17OXPQS4491Z4Z0,High,45,1181712,14.8,FALSE
SME0438,Technology,13,2544026,408,4785275,TRUE,HEGPW4783D,24HEGPW4783D2ZX,Medium,58,10000000,11.08,TRUE
SME0439,Trading,11,2615419,520,2493502,TRUE,PXQOD5354P,24PXQOD5354P1ZC,Medium,53,10000000,13.38,TRUE
SME0440,Textile,13,4238286,667,1978067,TRUE,YPJID3793R,07YPJID3793R9ZY,Medium,68,10000000,11.52,TRUE
SME0441,Construction,10,1391210,446,1661348,TRUE,MMNRA4584F,23MMNRA4584F6ZM,High,40,5843082,15.87,FALSE
SME0442,Retail,4,2743061,411,2881259,FALSE,FCPLD0304H,26FCPLD0304H1ZD,High,33,10000000,15.82,FALSE
SME0443,Manufacturing,6,3684197,793,864741,TRUE,XEZBL5063E,32XEZBL5063E3Z9,Medium,61,10000000,11.54,TRUE
SME0444,Trading,7,411955,804,3362214,TRUE,FKAYJ3747Q,01FKAYJ3747Q5Z2,Medium,60,2471730,12.55,TRUE
SME0445,Textile,5,2227599,774,2033615,TRUE,HMTRV1412V,27HMTRV1412V3ZL,Medium,58,10000000,11.12,TRUE
SME0446,Retail,11,2325198,570,3020087,FALSE,QPFSG1570K,18QPFSG1570K2ZC,High,47,9765831.6,14.95,FALSE
SME0447,Services,13,1665070,720,4654081,TRUE,YEEUF1537Y,16YEEUF1537Y8Z7,Low,71,10000000,9.52,TRUE
SME0448,Manufacturing,19,3931342,666,151449,FALSE,IXCZP3084V,10IXCZP3084V7ZW,Medium,55,10000000,13.3,TRUE
SME0449,Manufacturing,10,4935451,579,2685032,TRUE,PSPKZ7609U,31PSPKZ7609U9Z8,Medium,66,10000000,13.44,TRUE
SME0450,Services,10,4482794,582,4500224,FALSE,ZILVH9096S,18ZILVH9096S8ZM,Medium,61,10000000,11.56,TRUE
SME0451,Technology,11,4798713,339,3028439,FALSE,YFUXX2114J,11YFUXX2114J4ZI,High,44,10000000,14.12,FALSE
SME0452,Services,7,3890328,488,1638662,TRUE,PGHJO7792N,36PGHJO7792N4ZP,High,49,10000000,15.76,FALSE
SME0453,Manufacturing,18,4810899,463,145370,TRUE,RMDQS8660G,10RMDQS8660G8ZC,Medium,57,10000000,11.63,TRUE
SME0454,Manufacturing,4,3996892,835,866636,TRUE,ZGTGH2916U,34ZGTGH2916U4Z6,Medium,63,10000000,13.24,TRUE
SME0455,Textile,2,4957993,835,2979791,TRUE,UEWYX5685Q,30UEWYX5685Q1ZC,Low,73,10000000,10.36,TRUE
SME0456,Food & Beverage,14,2363089,303,4042516,TRUE,DXWPS9220J,24DXWPS9220J6ZU,Medium,50,10000000,11.88,TRUE
SME0457,Retail,13,3562092,589,4652681,TRUE,QVQUD4658V,27QVQUD4658V2ZK,Low,72,10000000,10.75,TRUE
SME0458,Services,12,4537610,732,2954236,TRUE,YTQQJ6215F,01YTQQJ6215F3Z5,Low,76,10000000,10.24,TRUE
SME0459,Retail,7,3339536,770,4696134,TRUE,MGEXG1084U,14MGEXG1084U7ZW,Low,75,10000000,10.87,TRUE
SME0460,Services,2,2426133,480,926004,TRUE,PZTBE1688K,08PZTBE1688K4ZI,High,35,10000000,16.28,FALSE
SME0461,Construction,13,1839461,547,1603786,TRUE,VQPMV4355P,33VQPMV4355P4ZN,Medium,50,10000000,11.41,TRUE
SME0462,Manufacturing,14,2250224,578,437244,TRUE,PNFBN6389R,10PNFBN6389R4ZX,Medium,50,10000000,11.01,TRUE
SME0463,Food & Beverage,17,4102713,553,4708981,TRUE,UNTYD7755P,36UNTYD7755P4ZF,Low,76,10000000,10.98,TRUE
SME0464,Textile,9,687100,480,3565912,TRUE,XJYUQ0199U,15XJYUQ0199U2Z6,High,46,2885820,16.22,FALSE
SME0465,Food & Beverage,17,3515871,808,4723199,TRUE,DADDZ3082M,22DADDZ3082M3Z0,Low,88,10000000,9.58,TRUE
SME0466,Food & Beverage,8,2481732,625,1285393,FALSE,DEMWP5470W,35DEMWP5470W5ZB,High,41,10000000,16,FALSE
SME0467,Food & Beverage,2,1977971,656,2524368,TRUE,FKPEP6208R,12FKPEP6208R5ZI,High,49,8307478.2,14.87,FALSE
SME0468,Retail,13,2449316,690,2099319,TRUE,MZOCX9825W,09MZOCX9825W1ZZ,Medium,62,10000000,11.65,TRUE
SME0469,Services,3,4141059,384,2219821,TRUE,OQNGT4733X,32OQNGT4733X3ZU,High,43,10000000,16.14,FALSE
SME0470,Automotive,16,2966757,616,802330,FALSE,OEMFE0651K,32OEMFE0651K5ZV,High,48,10000000,14.09,FALSE
SME0471,Construction,6,1436921,511,4484843,FALSE,GVUHE1504N,37GVUHE1504N7ZT,High,41,6035068.2,16.34,FALSE
SME0472,Trading,19,2347939,814,1752955,FALSE,FOGNR0524L,32FOGNR0524L2ZA,Medium,63,10000000,11.51,TRUE
SME0473,Food & Beverage,7,4454685,683,276150,TRUE,KMPRQ0391Q,20KMPRQ0391Q5Z8,Medium,57,10000000,12.53,TRUE
SME0474,Technology,10,1677969,641,2796905,TRUE,VTJML6549M,19VTJML6549M7Z6,Medium,56,10000000,11.56,TRUE
SME0475,Retail,9,4034999,337,1855964,TRUE,LLBEY8169T,05LLBEY8169T8Z6,High,45,10000000,15.14,FALSE
SME0476,Textile,2,4363224,810,499415,TRUE,MCKPA2886P,11MCKPA2886P9ZT,Medium,59,10000000,12.71,TRUE
SME0477,Trading,15,2847176,719,3054287,FALSE,CSDGW1466V,03CSDGW1466V6ZJ,Medium,61,10000000,11.48,TRUE
SME0478,Automotive,5,3128149,468,3513548,TRUE,ZJLHS0211B,32ZJLHS0211B7Z6,Medium,51,10000000,12.3,TRUE
SME0479,Technology,4,2738509,642,656012,TRUE,EAJTJ4149O,20EAJTJ4149O9ZY,High,46,10000000,14.91,FALSE
SME0480,Automotive,20,3751387,605,1645765,TRUE,THQLU9099D,24THQLU9099D8ZC,Medium,68,10000000,11.18,TRUE
SME0481,Trading,4,2204683,841,4929161,FALSE,HAORA6105V,04HAORA6105V1Z0,Medium,62,10000000,13.05,TRUE
SME0482,Food & Beverage,18,2627419,836,2595181,TRUE,JROQJ2945C,17JROQJ2945C2Z5,Low,78,10000000,10,TRUE
SME0483,Technology,4,1811672,411,2279798,TRUE,IKUMR9575D,11IKUMR9575D5ZH,High,36,7609022.4,15.22,FALSE
SME0484,Automotive,17,3312883,710,4191726,TRUE,VXHMJ1751Q,25VXHMJ1751Q7ZR,Low,79,10000000,10.27,TRUE
SME0485,Textile,12,3128631,505,3449289,TRUE,FMWNZ4978D,16FMWNZ4978D9ZS,Medium,59,10000000,12.28,TRUE
SME0486,Services,17,2671165,484,2015534,TRUE,GXVBG8413S,23GXVBG8413S5ZF,Medium,56,10000000,11.27,TRUE
SME0487,Manufacturing,10,1878539,681,142659,FALSE,TZGZH0746K,26TZGZH0746K5ZL,High,39,7889863.8,14.77,FALSE
SME0488,Services,1,4124733,795,2608475,TRUE,ABQEF9876U,10ABQEF9876U7Z8,Medium,65,10000000,12.13,TRUE
SME0489,Trading,18,4959221,678,649872,TRUE,OSPYM4222N,25OSPYM4222N5ZM,Low,71,10000000,10.6,TRUE
SME0490,Retail,18,1514022,346,3865798,TRUE,PVQDM7241O,28PVQDM7241O3ZB,Medium,52,9084132,13.1,TRUE
SME0491,Manufacturing,14,3901250,850,4951412,TRUE,BKMWJ2425M,24BKMWJ2425M8Z1,Low,89,10000000,10.32,TRUE
SME0492,Construction,15,1052246,827,2969470,FALSE,JSHRC7707J,12JSHRC7707J7ZD,Medium,60,6313476,11.22,TRUE
SME0493,Textile,12,119675,803,946320,TRUE,BLWFB4672Q,30BLWFB4672Q9ZI,Medium,54,718050,11.59,TRUE
SME0494,Construction,4,173997,321,3896912,TRUE,GUEWA7947Z,31GUEWA7947Z2ZO,High,31,730787.4,13.99,FALSE
SME0495,Technology,3,1067561,512,4471902,FALSE,OJUGZ2154I,04OJUGZ2154I2ZC,High,37,4483756.2,13.87,FALSE
SME0496,Manufacturing,20,2098671,609,1657824,TRUE,JDCIX5090V,36JDCIX5090V6Z2,Medium,62,10000000,11.91,TRUE
SME0497,Construction,12,586799,571,1160997,TRUE,SSFMS9543X,16SSFMS9543X8ZI,High,44,2464555.8,14.19,FALSE
SME0498,Construction,7,2338057,501,3393973,TRUE,BOLGT1603Y,15BOLGT1603Y1ZK,Medium,51,10000000,11.55,TRUE
SME0499,Automotive,11,4564344,331,4135903,TRUE,NTMCZ9120Z,01NTMCZ9120Z6ZQ,Medium,57,10000000,11.14,TRUE
SME0500,Services,1,2509029,742,442829,TRUE,XQCNC1492S,23XQCNC1492S5Z1,High,47,10000000,13.55,FALSE
SME0501,Automotive,6,4021451,461,4421054,TRUE,HDDSK0706U,05HDDSK0706U9ZJ,Medium,59,10000000,11.26,TRUE
SME0502,Manufacturing,15,666088,553,4324896,TRUE,TTXKN5097N,18TTXKN5097N6Z7,Medium,59,3996528,11.43,TRUE
SME0503,Manufacturing,15,1862999,820,244000,TRUE,RVIQF7914F,34RVIQF7914F9Z6,Medium,62,10000000,12.08,TRUE
SME0504,Trading,19,758003,779,2887429,TRUE,USDGD8914H,30USDGD8914H2ZQ,Low,70,5457621.6,10.27,TRUE
SME0505,Automotive,11,2500081,309,332137,TRUE,NEZXH8953L,16NEZXH8953L5Z4,High,33,10000000,13.92,FALSE
SME0506,Healthcare,2,905113,804,3033504,FALSE,KCLEF2164I,29KCLEF2164I5ZL,High,45,3801474.6,14.77,FALSE
SME0507,Services,14,2563160,735,2615221,TRUE,CHFDL8495N,14CHFDL8495N9ZI,Medium,68,10000000,11.85,TRUE
SME0508,Manufacturing,2,1033396,410,3930367,TRUE,MIGLE1312Z,35MIGLE1312Z8Z5,High,38,4340263.2,14.05,FALSE
SME0509,Trading,4,3262801,452,3373244,TRUE,LCDFL2900P,03LCDFL2900P2Z1,High,49,10000000,13.52,FALSE
SME0510,Automotive,17,4134464,401,4583957,TRUE,IYUIW8681K,15IYUIW8681K5ZE,Medium,67,10000000,12.17,TRUE
SME0511,Services,3,1703546,490,2310269,TRUE,KHWFU3627R,32KHWFU3627R5ZG,High,39,7154893.2,15.56,FALSE
SME0512,Automotive,13,2192101,380,4441373,TRUE,QKBYU7261H,34QKBYU7261H2ZM,Medium,54,10000000,11.57,TRUE
SME0513,Construction,9,2059310,788,576510,TRUE,NGUDQ4893M,35NGUDQ4893M5ZW,Medium,56,10000000,11.33,TRUE
SME0514,Trading,7,1556081,387,3991383,TRUE,YRTID4700Y,25YRTID4700Y5ZK,High,44,6535540.2,16.16,FALSE
SME0515,Services,15,215359,493,1300894,TRUE,ITMBM8350Y,34ITMBM8350Y3ZQ,High,42,904507.8,14.33,FALSE
SME0516,Food & Beverage,11,2263859,403,718092,FALSE,ECDAN8731N,09ECDAN8731N5Z4,High,29,9508207.8,14.17,FALSE
SME0517,Technology,20,4545655,395,1107996,FALSE,YDYJC6693R,25YDYJC6693R3ZT,High,48,10000000,16.07,FALSE
SME0518,Technology,2,3835444,722,609792,TRUE,KYDXN1794W,36KYDXN1794W7ZH,Medium,53,10000000,13.04,TRUE
SME0519,Services,15,3641483,497,1585326,TRUE,GLYCZ3939U,21GLYCZ3939U1Z2,Medium,57,10000000,12.12,TRUE
SME0520,Automotive,14,2692631,300,2378756,TRUE,VPOST2198P,31VPOST2198P9Z7,High,44,10000000,14.97,FALSE
SME0521,Trading,20,1784351,706,4827911,TRUE,APBXO6049V,01APBXO6049V7Z6,Low,79,10000000,9.83,TRUE
SME0522,Technology,11,1612760,677,3936690,TRUE,UDNMA6852O,08UDNMA6852O3ZG,Medium,64,9676560,11.2,TRUE
SME0523,Trading,3,1562436,466,4868939,FALSE,ZNTJU0408W,11ZNTJU0408W9ZA,High,38,6562231.2,15.22,FALSE
SME0524,Technology,17,3657689,808,678629,TRUE,SYRGI5946N,02SYRGI5946N4ZR,Low,72,10000000,9.65,TRUE
SME0525,Construction,12,4546228,612,1712457,TRUE,OOFUN1765E,33OOFUN1765E3Z4,Medium,64,10000000,12.12,TRUE
SME0526,Automotive,15,2980593,717,1181248,TRUE,EYAIF3968E,21EYAIF3968E6ZA,Medium,64,10000000,13.35,TRUE
SME0527,Construction,16,1963236,776,3614886,TRUE,NEHGM7918S,22NEHGM7918S9ZC,Low,74,10000000,10.93,TRUE
SME0528,Technology,5,2446582,372,1393640,FALSE,FVBMW8907B,03FVBMW8907B6ZA,High,24,10000000,14.22,FALSE
SME0529,Food & Beverage,20,3673465,440,523953,TRUE,QHBFV4729T,11QHBFV4729T5ZK,Medium,54,10000000,12.56,TRUE
SME0530,Food & Beverage,6,3867255,561,4248340,FALSE,GPWPL7113P,07GPWPL7113P1ZD,Medium,53,10000000,12.19,TRUE
SME0531,Construction,19,1699792,639,4573653,TRUE,MZIZI3824Z,33MZIZI3824Z1ZX,Low,73,10000000,10.81,TRUE
SME0532,Food & Beverage,5,4574770,607,695503,TRUE,YFCZY5337W,09YFCZY5337W5ZT,Medium,53,10000000,11.68,TRUE
SME0533,Technology,3,550930,544,432641,FALSE,QPFHS8915L,37QPFHS8915L7ZD,High,20,2313906,13.51,FALSE
SME0534,Services,1,4847647,814,1933217,TRUE,QORPM4070Y,06QORPM4070Y2ZF,Medium,66,10000000,11.41,TRUE
SME0535,Construction,6,2502187,636,347283,FALSE,ZCPBO0830A,37ZCPBO0830A4Z5,High,36,10000000,14.55,FALSE
SME0536,Retail,15,3598408,375,1588232,TRUE,GRWWO9860L,08GRWWO9860L8Z2,Medium,50,10000000,11.79,TRUE
SME0537,Automotive,2,2465600,474,4787421,TRUE,XXTMX3743V,04XXTMX3743V1ZX,Medium,51,10000000,12.98,TRUE
SME0538,Food & Beverage,3,3777361,408,401180,FALSE,BRBYO9293J,09BRBYO9293J2ZM,High,26,10000000,15.54,FALSE
SME0539,Food & Beverage,17,3138915,482,3709243,TRUE,XTKZJ6483S,06XTKZJ6483S8ZN,Medium,64,10000000,11.75,TRUE
SME0540,Manufacturing,12,191006,491,4838022,FALSE,MRQFJ1754M,21MRQFJ1754M8ZU,High,43,802225.2,14.87,FALSE
SME0541,Healthcare,18,4251785,364,2507934,FALSE,RGBNE1916I,30RGBNE1916I8ZX,High,49,10000000,13.79,FALSE
SME0542,Construction,15,4178584,773,588110,TRUE,EGTBC1456S,18EGTBC1456S3Z6,Low,70,10000000,10.85,TRUE
SME0543,Textile,12,4423654,399,4228346,TRUE,DXTGV6025P,25DXTGV6025P6Z0,Medium,62,10000000,13.34,TRUE
SME0544,Food & Beverage,16,788725,843,4612606,TRUE,CONON6820J,16CONON6820J4ZS,Low,77,5678820,10.97,TRUE
SME0545,Automotive,8,3003030,427,2720864,TRUE,OFQQN7818E,28OFQQN7818E6Z7,High,48,10000000,16.11,FALSE
SME0546,Retail,14,888768,751,4951714,TRUE,HGWDR4285Q,32HGWDR4285Q1ZC,Low,72,6399129.6,9.76,TRUE
SME0547,Food & Beverage,17,306487,668,4353699,TRUE,SLDPY5307N,27SLDPY5307N2ZH,Medium,66,1838922,11.12,TRUE
SME0548,Retail,8,3737820,342,3720879,TRUE,BKKXV7544N,13BKKXV7544N6ZD,Medium,50,10000000,12.45,TRUE
SME0549,Technology,15,3384321,718,3145609,TRUE,JZHGH7618M,11JZHGH7618M7ZL,Low,74,10000000,10.87,TRUE
SME0550,Technology,14,778841,787,945783,FALSE,WLVYQ1092K,36WLVYQ1092K1ZV,High,47,3271132.2,14.03,FALSE
SME0551,Healthcare,18,3039302,377,2169932,FALSE,EATMH5002N,14EATMH5002N9ZS,High,43,10000000,13.52,FALSE
SME0552,Services,20,3552501,569,2916492,TRUE,ZHKNH2623Y,06ZHKNH2623Y2Z3,Low,71,10000000,10.71,TRUE
SME0553,Textile,7,145232,614,1775520,TRUE,PMTSE6437D,11PMTSE6437D8Z9,High,42,609974.4,13.73,FALSE
SME0554,Manufacturing,3,2545840,467,3544150,FALSE,BZMPV1204Y,28BZMPV1204Y3ZE,High,36,10000000,14.74,FALSE
SME0555,Healthcare,12,1479904,638,1751888,TRUE,RWURH5331C,08RWURH5331C4ZK,Medium,53,8879424,12.7,TRUE
SME0556,Trading,3,3949033,492,3256434,TRUE,OWSME9553V,01OWSME9553V8ZT,Medium,52,10000000,11.59,TRUE
SME0557,Manufacturing,20,1537188,752,132019,FALSE,SWGDB6201J,35SWGDB6201J1ZJ,Medium,51,9223128,11.21,TRUE
SME0558,Construction,14,1756321,582,4576156,TRUE,PYOXO5501T,16PYOXO5501T9ZU,Medium,65,10000000,12.93,TRUE
SME0559,Automotive,15,638645,635,1775317,TRUE,SQPHG3830J,17SQPHG3830J7Z5,Medium,53,3831870,12.58,TRUE
SME0560,Trading,14,1671951,689,189001,FALSE,QQQDQ1361H,30QQQDQ1361H7Z6,High,43,7022194.2,16.47,FALSE
SME0561,Trading,7,4625121,824,2902927,FALSE,MWYVT5368C,11MWYVT5368C2ZB,Medium,66,10000000,11.86,TRUE
SME0562,Healthcare,17,2929455,539,3255988,TRUE,CBANQ2681G,27CBANQ2681G8ZF,Medium,65,10000000,11.15,TRUE
SME0563,Services,12,2603292,782,694494,TRUE,QRFUH1065X,29QRFUH1065X3ZS,Medium,61,10000000,12.84,TRUE
SME0564,Healthcare,20,2290421,757,3137022,TRUE,KOMXB7586R,31KOMXB7586R3Z1,Low,77,10000000,10.28,TRUE
SME0565,Construction,4,3466823,388,3858189,TRUE,XIWDI3387T,33XIWDI3387T8ZV,High,48,10000000,14.14,FALSE
SME0566,Food & Beverage,9,2710469,394,603731,TRUE,NXXGZ5764L,28NXXGZ5764L7ZN,High,37,10000000,15.85,FALSE
SME0567,Food & Beverage,6,2267354,751,2426826,TRUE,MTNRX8334R,13MTNRX8334R5ZB,Medium,59,10000000,11.51,TRUE
SME0568,Services,16,1197353,727,4864491,FALSE,GOUFP3774P,13GOUFP3774P7ZM,Medium,64,7184118,11.65,TRUE
SME0569,Construction,2,4485010,450,4300447,TRUE,VPCQI8236R,28VPCQI8236R1ZN,Medium,55,10000000,11.23,TRUE
SME0570,Services,8,4918750,813,3873741,TRUE,LSPVX0301H,34LSPVX0301H3ZL,Low,81,10000000,10.1,TRUE
SME0571,Retail,11,924255,675,154771,TRUE,VYBSI8524O,10VYBSI8524O6Z7,High,46,3881871,14.76,FALSE
SME0572,Food & Beverage,13,3571750,321,1018923,TRUE,RGZKH5712P,21RGZKH5712P5Z6,High,43,10000000,15.04,FALSE
SME0573,Trading,17,4575156,612,3008111,TRUE,GJLQG5763C,26GJLQG5763C5ZV,Low,74,10000000,10.56,TRUE
SME0574,Textile,8,2865331,818,1830908,TRUE,SODYI1403R,16SODYI1403R9ZL,Medium,65,10000000,13.27,TRUE
SME0575,Automotive,18,688158,505,4864977,TRUE,HTPUK3444S,37HTPUK3444S4ZE,Medium,61,4128948,11.34,TRUE
SME0576,Construction,18,2730723,674,1727534,TRUE,WSRSK2732J,26WSRSK2732J9Z0,Medium,66,10000000,11.14,TRUE
SME0577,Manufacturing,14,3931661,750,121362,TRUE,PETIH6743W,35PETIH6743W4Z5,Medium,65,10000000,11.05,TRUE
SME0578,Services,15,965139,478,3926533,FALSE,QFOHG1654T,10QFOHG1654T1ZF,High,44,4053583.8,13.93,FALSE
SME0579,Automotive,6,1678638,509,2046503,TRUE,AROWJ2477V,36AROWJ2477V6ZI,High,42,7050279.6,15.47,FALSE
SME0580,Manufacturing,11,3866484,799,4380602,TRUE,UBIQR0334E,31UBIQR0334E2ZH,Low,81,10000000,10.59,TRUE
SME0581,Automotive,13,3001717,763,2690990,FALSE,HOCFM2170Y,28HOCFM2170Y4Z0,Medium,61,10000000,12.97,TRUE
SME0582,Textile,1,2311738,423,4677592,FALSE,GLJLK3258I,16GLJLK3258I2ZZ,High,36,9709299.6,14.23,FALSE
SME0583,Manufacturing,6,389768,412,2372854,TRUE,TJEMI1140X,01TJEMI1140X7ZM,High,33,1637025.6,14.42,FALSE
SME0584,Healthcare,9,2739929,311,2419409,TRUE,ULJBI1675N,26ULJBI1675N1ZA,High,40,10000000,14.95,FALSE
SME0585,Technology,8,3233211,425,3060999,FALSE,KWKQD6005T,24KWKQD6005T7ZM,High,40,10000000,13.69,FALSE
SME0586,Healthcare,11,2368185,630,1749122,FALSE,CLEIZ9924Z,22CLEIZ9924Z4ZQ,High,45,9946377,15.33,FALSE
SME0587,Food & Beverage,19,3327544,582,3061622,TRUE,EIZTQ9405P,02EIZTQ9405P7ZI,Low,70,10000000,10.98,TRUE
SME0588,Technology,9,1826199,439,2796281,TRUE,ZZOWQ9380Y,07ZZOWQ9380Y3Z4,High,45,7670035.8,14.58,FALSE
SME0589,Healthcare,17,4570013,700,785292,TRUE,HEFWT5655B,08HEFWT5655B4Z6,Low,70,10000000,10.63,TRUE
SME0590,Technology,12,4468327,396,3937352,TRUE,UCWDQ5567C,07UCWDQ5567C2ZV,Medium,61,10000000,12.25,TRUE
SME0591,Technology,14,543945,816,2343647,TRUE,FZBNI1291I,08FZBNI1291I9ZT,Medium,64,3263670,11.32,TRUE
SME0592,Trading,15,121253,368,3733234,TRUE,QUPQU7771H,05QUPQU7771H1Z0,High,44,509262.6,15.25,FALSE
SME0593,Services,16,3703110,417,1920217,FALSE,LUAWM5400F,20LUAWM5400F1ZA,High,45,10000000,14.4,FALSE
SME0594,Services,20,2376787,358,1610741,TRUE,ZGZZA8341Z,26ZGZZA8341Z3Z5,High,49,9982505.4,13.6,FALSE
SME0595,Trading,1,2354614,332,199073,TRUE,MXBSO8153W,11MXBSO8153W8ZS,High,23,9889378.8,15.4,FALSE
SME0596,Automotive,10,3952666,617,369281,TRUE,FZIYZ3017N,10FZIYZ3017N2ZN,Medium,55,10000000,13.15,TRUE
SME0597,Retail,8,1050162,349,3117548,TRUE,ZHNBP3063N,17ZHNBP3063N2ZN,High,37,4410680.4,14.53,FALSE
SME0598,Automotive,18,1374634,788,4424011,TRUE,HYYCE5597F,05HYYCE5597F2ZF,Low,78,9897364.8,10.09,TRUE
SME0599,Manufacturing,1,2855063,318,2348401,TRUE,FDGXS6270A,25FDGXS6270A5Z7,High,33,10000000,16.17,FALSE
SME0600,Manufacturing,2,1328807,496,1095610,TRUE,NFJYN3540F,29NFJYN3540F4ZO,High,32,5580989.4,15.94,FALSE
SME0601,Technology,1,222775,749,4375693,TRUE,IOLCK2139S,23IOLCK2139S2Z2,Medium,54,1336650,12.79,TRUE
SME0602,Healthcare,1,4614276,751,3868884,FALSE,LBQCJ5842P,30LBQCJ5842P2ZX,Medium,60,10000000,11.62,TRUE
SME0603,Healthcare,9,4563158,588,1069165,TRUE,UUULW4684R,32UUULW4684R5ZS,Medium,57,10000000,13.28,TRUE
SME0604,Services,13,514600,440,3943817,TRUE,UHLTB9288X,09UHLTB9288X2Z6,High,48,2161320,13.96,FALSE
SME0605,Construction,1,2369070,383,3516172,FALSE,HXXXA5872Q,05HXXXA5872Q8ZV,High,29,9950094,15.38,FALSE
SME0606,Automotive,13,4513359,690,835963,TRUE,BKRWV1786T,18BKRWV1786T6ZH,Medium,66,10000000,11.07,TRUE
SME0607,Food & Beverage,20,2133901,514,586515,TRUE,MMATD7331Z,16MMATD7331Z5Z9,Medium,53,10000000,12.61,TRUE
